code,year,community
HTI,1975,pact:ARG
JAM,1975,pact:ARG
MEX,1975,pact:ARG
NIC,1975,pact:ARG
PAN,1975,pact:ARG
PER,1975,pact:ARG
PRY,1975,pact:ARG
SLV,1975,pact:ARG
TTO,1975,pact:ARG
URY,1975,pact:ARG
VEN,1975,pact:ARG
ARE,1975,pact:ARE
BHR,1975,pact:ARE
DZA,1975,pact:ARE
EGY,1975,pact:ARE
IRQ,1975,pact:ARE
JOR,1975,pact:ARE
KWT,1975,pact:ARE
LBN,1975,pact:ARE
LBY,1975,pact:ARE
MAR,1975,pact:ARE
NER,1975,pact:ARE
QAT,1975,pact:ARE
SAU,1975,pact:ARE
SDN,1975,pact:ARE
SOM,1975,pact:ARE
SYR,1975,pact:ARE
TUN,1975,pact:ARE
UGA,1975,pact:ARE
YEM,1975,pact:ARE
YMD,1975,pact:ARE
AUS,1975,pact:AUS
BEL,1975,pact:AUS
CAF,1975,pact:AUS
CAN,1975,pact:AUS
COG,1975,pact:AUS
DNK,1975,pact:AUS
FRA,1975,pact:AUS
GAB,1975,pact:AUS
GBR,1975,pact:AUS
GER,1975,pact:AUS
GRC,1975,pact:AUS
ISL,1975,pact:AUS
ITA,1975,pact:AUS
JPN,1975,pact:AUS
KOR,1975,pact:AUS
LUX,1975,pact:AUS
NLD,1975,pact:AUS
NOR,1975,pact:AUS
NZL,1975,pact:AUS
PAK,1975,pact:AUS
PHL,1975,pact:AUS
PRT,1975,pact:AUS
TCD,1975,pact:AUS
TUR,1975,pact:AUS
TWN,1975,pact:AUS
USA,1975,pact:AUS
ETH,1975,pact:ETH
KEN,1975,pact:ETH
BDI,1975,pact:BDI
COD,1975,pact:BDI
RWA,1975,pact:BDI
BGR,1976,pact:BGR
CHN,1976,pact:BGR
CSK,1976,pact:BGR
DDR,1976,pact:BGR
FIN,1976,pact:BGR
HUN,1976,pact:BGR
MNG,1976,pact:BGR
POL,1976,pact:BGR
PRK,1976,pact:BGR
ROU,1976,pact:BGR
RUS,1976,pact:BGR
ARG,1976,pact:ARG
BOL,1976,pact:ARG
BRA,1976,pact:ARG
BRB,1976,pact:ARG
CHL,1976,pact:ARG
COL,1976,pact:ARG
CRI,1976,pact:ARG
DOM,1976,pact:ARG
ECU,1976,pact:ARG
GRD,1976,pact:ARG
GTM,1976,pact:ARG
HND,1976,pact:ARG
HTI,1976,pact:ARG
JAM,1976,pact:ARG
MEX,1976,pact:ARG
NIC,1976,pact:ARG
PAN,1976,pact:ARG
PER,1976,pact:ARG
PRY,1976,pact:ARG
SLV,1976,pact:ARG
TTO,1976,pact:ARG
URY,1976,pact:ARG
VEN,1976,pact:ARG
ARE,1976,pact:ARE
BHR,1976,pact:ARE
DZA,1976,pact:ARE
EGY,1976,pact:ARE
IRQ,1976,pact:ARE
JOR,1976,pact:ARE
KWT,1976,pact:ARE
LBN,1976,pact:ARE
LBY,1976,pact:ARE
MAR,1976,pact:ARE
NER,1976,pact:ARE
QAT,1976,pact:ARE
SAU,1976,pact:ARE
SDN,1976,pact:ARE
SOM,1976,pact:ARE
SYR,1976,pact:ARE
TUN,1976,pact:ARE
UGA,1976,pact:ARE
YEM,1976,pact:ARE
YMD,1976,pact:ARE
AUS,1976,pact:AUS
BEL,1976,pact:AUS
CAF,1976,pact:AUS
CAN,1976,pact:AUS
COG,1976,pact:AUS
DNK,1976,pact:AUS
FRA,1976,pact:AUS
GAB,1976,pact:AUS
GBR,1976,pact:AUS
GER,1976,pact:AUS
GRC,1976,pact:AUS
ISL,1976,pact:AUS
ITA,1976,pact:AUS
JPN,1976,pact:AUS
KOR,1976,pact:AUS
LUX,1976,pact:AUS
NLD,1976,pact:AUS
NOR,1976,pact:AUS
NZL,1976,pact:AUS
PAK,1976,pact:AUS
PHL,1976,pact:AUS
PRT,1976,pact:AUS
TCD,1976,pact:AUS
TUR,1976,pact:AUS
TWN,1976,pact:AUS
USA,1976,pact:AUS
ETH,1976,pact:ETH
KEN,1976,pact:ETH
BDI,1976,pact:BDI
COD,1976,pact:BDI
RWA,1976,pact:BDI
AUS,1977,pact:AUS
BEL,1977,pact:AUS
CAN,1977,pact:AUS
COG,1977,pact:AUS
DNK,1977,pact:AUS
FRA,1977,pact:AUS
GAB,1977,pact:AUS
GBR,1977,pact:AUS
GER,1977,pact:AUS
GRC,1977,pact:AUS
ISL,1977,pact:AUS
ITA,1977,pact:AUS
JPN,1977,pact:AUS
KOR,1977,pact:AUS
LUX,1977,pact:AUS
NLD,1977,pact:AUS
NOR,1977,pact:AUS
NZL,1977,pact:AUS
PAK,1977,pact:AUS
PHL,1977,pact:AUS
PRT,1977,pact:AUS
TCD,1977,pact:AUS
TUR,1977,pact:AUS
TWN,1977,pact:AUS
USA,1977,pact:AUS
BGR,1977,pact:BGR
CHN,1977,pact:BGR
CSK,1977,pact:BGR
DDR,1977,pact:BGR
FIN,1977,pact:BGR
HUN,1977,pact:BGR
MNG,1977,pact:BGR
POL,1977,pact:BGR
PRK,1977,pact:BGR
ROU,1977,pact:BGR
RUS,1977,pact:BGR
ARG,1977,pact:ARG
BOL,1977,pact:ARG
BRA,1977,pact:ARG
BRB,1977,pact:ARG
CHL,1977,pact:ARG
COL,1977,pact:ARG
CRI,1977,pact:ARG
DOM,1977,pact:ARG
ECU,1977,pact:ARG
GRD,1977,pact:ARG
GTM,1977,pact:ARG
HND,1977,pact:ARG
HTI,1977,pact:ARG
JAM,1977,pact:ARG
MEX,1977,pact:ARG
NIC,1977,pact:ARG
PAN,1977,pact:ARG
PER,1977,pact:ARG
PRY,1977,pact:ARG
SLV,1977,pact:ARG
SUR,1977,pact:ARG
TTO,1977,pact:ARG
URY,1977,pact:ARG
VEN,1977,pact:ARG
ARE,1977,pact:ARE
BHR,1977,pact:ARE
DZA,1977,pact:ARE
EGY,1977,pact:ARE
IRQ,1977,pact:ARE
JOR,1977,pact:ARE
KWT,1977,pact:ARE
LBN,1977,pact:ARE
LBY,1977,pact:ARE
MAR,1977,pact:ARE
NER,1977,pact:ARE
QAT,1977,pact:ARE
SAU,1977,pact:ARE
SDN,1977,pact:ARE
SOM,1977,pact:ARE
SYR,1977,pact:ARE
TUN,1977,pact:ARE
UGA,1977,pact:ARE
YEM,1977,pact:ARE
YMD,1977,pact:ARE
ETH,1977,pact:ETH
KEN,1977,pact:ETH
BDI,1977,pact:BDI
COD,1977,pact:BDI
RWA,1977,pact:BDI
AUS,1978,pact:AUS
BEL,1978,pact:AUS
CAN,1978,pact:AUS
COG,1978,pact:AUS
DNK,1978,pact:AUS
FRA,1978,pact:AUS
GAB,1978,pact:AUS
GBR,1978,pact:AUS
GER,1978,pact:AUS
GRC,1978,pact:AUS
ISL,1978,pact:AUS
ITA,1978,pact:AUS
JPN,1978,pact:AUS
KOR,1978,pact:AUS
LUX,1978,pact:AUS
NLD,1978,pact:AUS
NOR,1978,pact:AUS
NZL,1978,pact:AUS
PAK,1978,pact:AUS
PHL,1978,pact:AUS
PRT,1978,pact:AUS
TCD,1978,pact:AUS
TUR,1978,pact:AUS
TWN,1978,pact:AUS
USA,1978,pact:AUS
BGR,1978,pact:BGR
CHN,1978,pact:BGR
CSK,1978,pact:BGR
DDR,1978,pact:BGR
FIN,1978,pact:BGR
HUN,1978,pact:BGR
MNG,1978,pact:BGR
POL,1978,pact:BGR
PRK,1978,pact:BGR
ROU,1978,pact:BGR
RUS,1978,pact:BGR
ARG,1978,pact:ARG
BOL,1978,pact:ARG
BRA,1978,pact:ARG
BRB,1978,pact:ARG
CHL,1978,pact:ARG
COL,1978,pact:ARG
CRI,1978,pact:ARG
DOM,1978,pact:ARG
ECU,1978,pact:ARG
GRD,1978,pact:ARG
GTM,1978,pact:ARG
HND,1978,pact:ARG
HTI,1978,pact:ARG
JAM,1978,pact:ARG
MEX,1978,pact:ARG
NIC,1978,pact:ARG
PAN,1978,pact:ARG
PER,1978,pact:ARG
PRY,1978,pact:ARG
SLV,1978,pact:ARG
SUR,1978,pact:ARG
TTO,1978,pact:ARG
URY,1978,pact:ARG
VEN,1978,pact:ARG
ARE,1978,pact:ARE
BHR,1978,pact:ARE
DZA,1978,pact:ARE
EGY,1978,pact:ARE
IRQ,1978,pact:ARE
JOR,1978,pact:ARE
KWT,1978,pact:ARE
LBN,1978,pact:ARE
LBY,1978,pact:ARE
MAR,1978,pact:ARE
NER,1978,pact:ARE
QAT,1978,pact:ARE
SAU,1978,pact:ARE
SDN,1978,pact:ARE
SOM,1978,pact:ARE
SYR,1978,pact:ARE
TUN,1978,pact:ARE
UGA,1978,pact:ARE
YEM,1978,pact:ARE
YMD,1978,pact:ARE
ETH,1978,pact:ETH
KEN,1978,pact:ETH
BDI,1978,pact:BDI
COD,1978,pact:BDI
RWA,1978,pact:BDI
BGR,1979,pact:BGR
CHN,1979,pact:BGR
CSK,1979,pact:BGR
DDR,1979,pact:BGR
FIN,1979,pact:BGR
HUN,1979,pact:BGR
MNG,1979,pact:BGR
POL,1979,pact:BGR
PRK,1979,pact:BGR
ROU,1979,pact:BGR
RUS,1979,pact:BGR
ARG,1979,pact:ARG
BOL,1979,pact:ARG
BRA,1979,pact:ARG
BRB,1979,pact:ARG
CHL,1979,pact:ARG
COL,1979,pact:ARG
CRI,1979,pact:ARG
DMA,1979,pact:ARG
DOM,1979,pact:ARG
ECU,1979,pact:ARG
GRD,1979,pact:ARG
GTM,1979,pact:ARG
HND,1979,pact:ARG
HTI,1979,pact:ARG
JAM,1979,pact:ARG
LCA,1979,pact:ARG
MEX,1979,pact:ARG
NIC,1979,pact:ARG
PAN,1979,pact:ARG
PER,1979,pact:ARG
PRY,1979,pact:ARG
SLV,1979,pact:ARG
SUR,1979,pact:ARG
TTO,1979,pact:ARG
URY,1979,pact:ARG
VEN,1979,pact:ARG
ARE,1979,pact:ARE
BHR,1979,pact:ARE
DZA,1979,pact:ARE
EGY,1979,pact:ARE
IRQ,1979,pact:ARE
JOR,1979,pact:ARE
KWT,1979,pact:ARE
LBN,1979,pact:ARE
LBY,1979,pact:ARE
MAR,1979,pact:ARE
NER,1979,pact:ARE
QAT,1979,pact:ARE
SAU,1979,pact:ARE
SDN,1979,pact:ARE
SOM,1979,pact:ARE
SYR,1979,pact:ARE
TUN,1979,pact:ARE
UGA,1979,pact:ARE
YEM,1979,pact:ARE
YMD,1979,pact:ARE
AUS,1979,pact:AUS
BEL,1979,pact:AUS
CAN,1979,pact:AUS
DNK,1979,pact:AUS
FRA,1979,pact:AUS
GAB,1979,pact:AUS
GBR,1979,pact:AUS
GER,1979,pact:AUS
GRC,1979,pact:AUS
ISL,1979,pact:AUS
ITA,1979,pact:AUS
JPN,1979,pact:AUS
KOR,1979,pact:AUS
LUX,1979,pact:AUS
NLD,1979,pact:AUS
NOR,1979,pact:AUS
NZL,1979,pact:AUS
PAK,1979,pact:AUS
PHL,1979,pact:AUS
PRT,1979,pact:AUS
TUR,1979,pact:AUS
TWN,1979,pact:AUS
USA,1979,pact:AUS
ETH,1979,pact:ETH
KEN,1979,pact:ETH
BDI,1979,pact:BDI
COD,1979,pact:BDI
RWA,1979,pact:BDI
AUS,1980,pact:AUS
BEL,1980,pact:AUS
CAN,1980,pact:AUS
DNK,1980,pact:AUS
FRA,1980,pact:AUS
GAB,1980,pact:AUS
GBR,1980,pact:AUS
GER,1980,pact:AUS
GRC,1980,pact:AUS
ISL,1980,pact:AUS
ITA,1980,pact:AUS
JPN,1980,pact:AUS
KOR,1980,pact:AUS
LUX,1980,pact:AUS
MLT,1980,pact:AUS
NLD,1980,pact:AUS
NOR,1980,pact:AUS
NZL,1980,pact:AUS
PAK,1980,pact:AUS
PHL,1980,pact:AUS
PRT,1980,pact:AUS
TUR,1980,pact:AUS
TWN,1980,pact:AUS
USA,1980,pact:AUS
ARG,1980,pact:ARG
BOL,1980,pact:ARG
BRA,1980,pact:ARG
BRB,1980,pact:ARG
CHL,1980,pact:ARG
COL,1980,pact:ARG
CRI,1980,pact:ARG
DMA,1980,pact:ARG
DOM,1980,pact:ARG
ECU,1980,pact:ARG
GRD,1980,pact:ARG
GTM,1980,pact:ARG
HND,1980,pact:ARG
HTI,1980,pact:ARG
JAM,1980,pact:ARG
LCA,1980,pact:ARG
MEX,1980,pact:ARG
NIC,1980,pact:ARG
PAN,1980,pact:ARG
PER,1980,pact:ARG
PRY,1980,pact:ARG
SLV,1980,pact:ARG
SUR,1980,pact:ARG
TTO,1980,pact:ARG
URY,1980,pact:ARG
VEN,1980,pact:ARG
BGR,1980,pact:BGR
CHN,1980,pact:BGR
CSK,1980,pact:BGR
DDR,1980,pact:BGR
FIN,1980,pact:BGR
HUN,1980,pact:BGR
MNG,1980,pact:BGR
POL,1980,pact:BGR
PRK,1980,pact:BGR
ROU,1980,pact:BGR
RUS,1980,pact:BGR
ARE,1980,pact:ARE
BHR,1980,pact:ARE
DZA,1980,pact:ARE
EGY,1980,pact:ARE
IRQ,1980,pact:ARE
JOR,1980,pact:ARE
KWT,1980,pact:ARE
LBN,1980,pact:ARE
LBY,1980,pact:ARE
MAR,1980,pact:ARE
NER,1980,pact:ARE
QAT,1980,pact:ARE
SAU,1980,pact:ARE
SDN,1980,pact:ARE
SOM,1980,pact:ARE
SYR,1980,pact:ARE
TUN,1980,pact:ARE
YEM,1980,pact:ARE
YMD,1980,pact:ARE
ETH,1980,pact:ETH
KEN,1980,pact:ETH
BDI,1980,pact:BDI
COD,1980,pact:BDI
RWA,1980,pact:BDI
GIN,1980,pact:GIN
GNB,1980,pact:GIN
BEL,1981,pact:BEL
CAN,1981,pact:BEL
DNK,1981,pact:BEL
ESP,1981,pact:BEL
FRA,1981,pact:BEL
GAB,1981,pact:BEL
GBR,1981,pact:BEL
GER,1981,pact:BEL
GRC,1981,pact:BEL
ISL,1981,pact:BEL
ITA,1981,pact:BEL
LUX,1981,pact:BEL
MLT,1981,pact:BEL
NLD,1981,pact:BEL
NOR,1981,pact:BEL
PRT,1981,pact:BEL
TUR,1981,pact:BEL
BGR,1981,pact:BGR
CHN,1981,pact:BGR
CSK,1981,pact:BGR
DDR,1981,pact:BGR
FIN,1981,pact:BGR
HUN,1981,pact:BGR
MNG,1981,pact:BGR
POL,1981,pact:BGR
PRK,1981,pact:BGR
ROU,1981,pact:BGR
RUS,1981,pact:BGR
ARG,1981,pact:ARG
ATG,1981,pact:ARG
BOL,1981,pact:ARG
BRA,1981,pact:ARG
BRB,1981,pact:ARG
CHL,1981,pact:ARG
COL,1981,pact:ARG
CRI,1981,pact:ARG
DMA,1981,pact:ARG
DOM,1981,pact:ARG
ECU,1981,pact:ARG
GRD,1981,pact:ARG
GTM,1981,pact:ARG
HND,1981,pact:ARG
HTI,1981,pact:ARG
JAM,1981,pact:ARG
JPN,1981,pact:ARG
KNA,1981,pact:ARG
KOR,1981,pact:ARG
LCA,1981,pact:ARG
MEX,1981,pact:ARG
NIC,1981,pact:ARG
PAK,1981,pact:ARG
PAN,1981,pact:ARG
PER,1981,pact:ARG
PHL,1981,pact:ARG
PRY,1981,pact:ARG
SLV,1981,pact:ARG
SUR,1981,pact:ARG
TTO,1981,pact:ARG
URY,1981,pact:ARG
USA,1981,pact:ARG
VCT,1981,pact:ARG
VEN,1981,pact:ARG
ARE,1981,pact:ARE
BHR,1981,pact:ARE
DZA,1981,pact:ARE
EGY,1981,pact:ARE
ETH,1981,pact:ARE
IRQ,1981,pact:ARE
JOR,1981,pact:ARE
KEN,1981,pact:ARE
KWT,1981,pact:ARE
LBN,1981,pact:ARE
LBY,1981,pact:ARE
MAR,1981,pact:ARE
QAT,1981,pact:ARE
SAU,1981,pact:ARE
SDN,1981,pact:ARE
SOM,1981,pact:ARE
SYR,1981,pact:ARE
TUN,1981,pact:ARE
YEM,1981,pact:ARE
YMD,1981,pact:ARE
AUS,1981,pact:AUS
NZL,1981,pact:AUS
BDI,1981,pact:BDI
COD,1981,pact:BDI
RWA,1981,pact:BDI
BEN,1981,pact:BEN
BFA,1981,pact:BEN
CIV,1981,pact:BEN
CPV,1981,pact:BEN
GHA,1981,pact:BEN
GIN,1981,pact:BEN
GMB,1981,pact:BEN
GNB,1981,pact:BEN
LBR,1981,pact:BEN
MLI,1981,pact:BEN
MRT,1981,pact:BEN
NER,1981,pact:BEN
NGA,1981,pact:BEN
SEN,1981,pact:BEN
SLE,1981,pact:BEN
TGO,1981,pact:BEN
ARG,1982,pact:ARG
ATG,1982,pact:ARG
BHS,1982,pact:ARG
BOL,1982,pact:ARG
BRA,1982,pact:ARG
BRB,1982,pact:ARG
CHL,1982,pact:ARG
COL,1982,pact:ARG
CRI,1982,pact:ARG
DMA,1982,pact:ARG
DOM,1982,pact:ARG
ECU,1982,pact:ARG
GRD,1982,pact:ARG
GTM,1982,pact:ARG
HND,1982,pact:ARG
HTI,1982,pact:ARG
JAM,1982,pact:ARG
KNA,1982,pact:ARG
LCA,1982,pact:ARG
MEX,1982,pact:ARG
NIC,1982,pact:ARG
PAN,1982,pact:ARG
PER,1982,pact:ARG
PRY,1982,pact:ARG
SLV,1982,pact:ARG
SUR,1982,pact:ARG
TTO,1982,pact:ARG
URY,1982,pact:ARG
VCT,1982,pact:ARG
VEN,1982,pact:ARG
ARE,1982,pact:ARE
BHR,1982,pact:ARE
DZA,1982,pact:ARE
EGY,1982,pact:ARE
ETH,1982,pact:ARE
IRQ,1982,pact:ARE
JOR,1982,pact:ARE
KEN,1982,pact:ARE
KWT,1982,pact:ARE
LBN,1982,pact:ARE
LBY,1982,pact:ARE
MAR,1982,pact:ARE
QAT,1982,pact:ARE
SAU,1982,pact:ARE
SDN,1982,pact:ARE
SOM,1982,pact:ARE
SYR,1982,pact:ARE
TUN,1982,pact:ARE
YEM,1982,pact:ARE
YMD,1982,pact:ARE
AUS,1982,pact:AUS
BEL,1982,pact:AUS
CAN,1982,pact:AUS
DNK,1982,pact:AUS
ESP,1982,pact:AUS
FRA,1982,pact:AUS
GAB,1982,pact:AUS
GBR,1982,pact:AUS
GER,1982,pact:AUS
GRC,1982,pact:AUS
ISL,1982,pact:AUS
ITA,1982,pact:AUS
JPN,1982,pact:AUS
KOR,1982,pact:AUS
LUX,1982,pact:AUS
MLT,1982,pact:AUS
NLD,1982,pact:AUS
NOR,1982,pact:AUS
NZL,1982,pact:AUS
PAK,1982,pact:AUS
PHL,1982,pact:AUS
PRT,1982,pact:AUS
TUR,1982,pact:AUS
USA,1982,pact:AUS
BGR,1982,pact:BGR
CHN,1982,pact:BGR
CSK,1982,pact:BGR
DDR,1982,pact:BGR
FIN,1982,pact:BGR
HUN,1982,pact:BGR
MNG,1982,pact:BGR
POL,1982,pact:BGR
PRK,1982,pact:BGR
ROU,1982,pact:BGR
RUS,1982,pact:BGR
BDI,1982,pact:BDI
COD,1982,pact:BDI
RWA,1982,pact:BDI
BEN,1982,pact:BEN
BFA,1982,pact:BEN
CIV,1982,pact:BEN
CPV,1982,pact:BEN
GHA,1982,pact:BEN
GIN,1982,pact:BEN
GMB,1982,pact:BEN
GNB,1982,pact:BEN
LBR,1982,pact:BEN
MLI,1982,pact:BEN
MRT,1982,pact:BEN
NER,1982,pact:BEN
NGA,1982,pact:BEN
SEN,1982,pact:BEN
SLE,1982,pact:BEN
TGO,1982,pact:BEN
ARG,1983,pact:ARG
ATG,1983,pact:ARG
BHS,1983,pact:ARG
BOL,1983,pact:ARG
BRA,1983,pact:ARG
BRB,1983,pact:ARG
CHL,1983,pact:ARG
COL,1983,pact:ARG
CRI,1983,pact:ARG
DMA,1983,pact:ARG
DOM,1983,pact:ARG
ECU,1983,pact:ARG
GRD,1983,pact:ARG
GTM,1983,pact:ARG
HND,1983,pact:ARG
HTI,1983,pact:ARG
JAM,1983,pact:ARG
KNA,1983,pact:ARG
LCA,1983,pact:ARG
MEX,1983,pact:ARG
NIC,1983,pact:ARG
PAN,1983,pact:ARG
PER,1983,pact:ARG
PRY,1983,pact:ARG
SLV,1983,pact:ARG
SUR,1983,pact:ARG
TTO,1983,pact:ARG
URY,1983,pact:ARG
VCT,1983,pact:ARG
VEN,1983,pact:ARG
ARE,1983,pact:ARE
BHR,1983,pact:ARE
DZA,1983,pact:ARE
EGY,1983,pact:ARE
ETH,1983,pact:ARE
IRQ,1983,pact:ARE
JOR,1983,pact:ARE
KEN,1983,pact:ARE
KWT,1983,pact:ARE
LBN,1983,pact:ARE
LBY,1983,pact:ARE
MAR,1983,pact:ARE
QAT,1983,pact:ARE
SAU,1983,pact:ARE
SDN,1983,pact:ARE
SOM,1983,pact:ARE
SYR,1983,pact:ARE
TUN,1983,pact:ARE
YEM,1983,pact:ARE
YMD,1983,pact:ARE
AUS,1983,pact:AUS
BEL,1983,pact:AUS
CAN,1983,pact:AUS
DNK,1983,pact:AUS
ESP,1983,pact:AUS
FRA,1983,pact:AUS
GAB,1983,pact:AUS
GBR,1983,pact:AUS
GER,1983,pact:AUS
GRC,1983,pact:AUS
ISL,1983,pact:AUS
ITA,1983,pact:AUS
JPN,1983,pact:AUS
KOR,1983,pact:AUS
LUX,1983,pact:AUS
MLT,1983,pact:AUS
NLD,1983,pact:AUS
NOR,1983,pact:AUS
NZL,1983,pact:AUS
PAK,1983,pact:AUS
PHL,1983,pact:AUS
PRT,1983,pact:AUS
TUR,1983,pact:AUS
USA,1983,pact:AUS
BGR,1983,pact:BGR
CHN,1983,pact:BGR
CSK,1983,pact:BGR
DDR,1983,pact:BGR
FIN,1983,pact:BGR
HUN,1983,pact:BGR
MNG,1983,pact:BGR
POL,1983,pact:BGR
PRK,1983,pact:BGR
ROU,1983,pact:BGR
RUS,1983,pact:BGR
BDI,1983,pact:BDI
COD,1983,pact:BDI
RWA,1983,pact:BDI
BEN,1983,pact:BEN
BFA,1983,pact:BEN
CIV,1983,pact:BEN
CPV,1983,pact:BEN
GHA,1983,pact:BEN
GIN,1983,pact:BEN
GMB,1983,pact:BEN
GNB,1983,pact:BEN
LBR,1983,pact:BEN
MLI,1983,pact:BEN
MRT,1983,pact:BEN
NER,1983,pact:BEN
NGA,1983,pact:BEN
SEN,1983,pact:BEN
SLE,1983,pact:BEN
TGO,1983,pact:BEN
ARG,1984,pact:ARG
ATG,1984,pact:ARG
BHS,1984,pact:ARG
BOL,1984,pact:ARG
BRA,1984,pact:ARG
BRB,1984,pact:ARG
CHL,1984,pact:ARG
COL,1984,pact:ARG
CRI,1984,pact:ARG
DMA,1984,pact:ARG
DOM,1984,pact:ARG
ECU,1984,pact:ARG
GRD,1984,pact:ARG
GTM,1984,pact:ARG
HND,1984,pact:ARG
HTI,1984,pact:ARG
JAM,1984,pact:ARG
KNA,1984,pact:ARG
LCA,1984,pact:ARG
MEX,1984,pact:ARG
NIC,1984,pact:ARG
PAN,1984,pact:ARG
PER,1984,pact:ARG
PRY,1984,pact:ARG
SLV,1984,pact:ARG
SUR,1984,pact:ARG
TTO,1984,pact:ARG
URY,1984,pact:ARG
VCT,1984,pact:ARG
VEN,1984,pact:ARG
ARE,1984,pact:ARE
BHR,1984,pact:ARE
DZA,1984,pact:ARE
EGY,1984,pact:ARE
ETH,1984,pact:ARE
IRQ,1984,pact:ARE
JOR,1984,pact:ARE
KEN,1984,pact:ARE
KWT,1984,pact:ARE
LBN,1984,pact:ARE
LBY,1984,pact:ARE
MAR,1984,pact:ARE
QAT,1984,pact:ARE
SAU,1984,pact:ARE
SDN,1984,pact:ARE
SOM,1984,pact:ARE
SYR,1984,pact:ARE
TUN,1984,pact:ARE
YEM,1984,pact:ARE
YMD,1984,pact:ARE
AUS,1984,pact:AUS
BEL,1984,pact:AUS
CAN,1984,pact:AUS
DNK,1984,pact:AUS
ESP,1984,pact:AUS
FRA,1984,pact:AUS
GAB,1984,pact:AUS
GBR,1984,pact:AUS
GER,1984,pact:AUS
GRC,1984,pact:AUS
ISL,1984,pact:AUS
ITA,1984,pact:AUS
JPN,1984,pact:AUS
KOR,1984,pact:AUS
LUX,1984,pact:AUS
MLT,1984,pact:AUS
NLD,1984,pact:AUS
NOR,1984,pact:AUS
NZL,1984,pact:AUS
PAK,1984,pact:AUS
PHL,1984,pact:AUS
PRT,1984,pact:AUS
TUR,1984,pact:AUS
USA,1984,pact:AUS
BGR,1984,pact:BGR
CHN,1984,pact:BGR
CSK,1984,pact:BGR
DDR,1984,pact:BGR
FIN,1984,pact:BGR
HUN,1984,pact:BGR
MNG,1984,pact:BGR
POL,1984,pact:BGR
PRK,1984,pact:BGR
ROU,1984,pact:BGR
RUS,1984,pact:BGR
BDI,1984,pact:BDI
COD,1984,pact:BDI
RWA,1984,pact:BDI
BEN,1984,pact:BEN
BFA,1984,pact:BEN
CIV,1984,pact:BEN
CPV,1984,pact:BEN
GHA,1984,pact:BEN
GIN,1984,pact:BEN
GMB,1984,pact:BEN
GNB,1984,pact:BEN
LBR,1984,pact:BEN
MLI,1984,pact:BEN
MRT,1984,pact:BEN
NER,1984,pact:BEN
NGA,1984,pact:BEN
SEN,1984,pact:BEN
SLE,1984,pact:BEN
TGO,1984,pact:BEN
BGR,1985,pact:BGR
CHN,1985,pact:BGR
CSK,1985,pact:BGR
DDR,1985,pact:BGR
FIN,1985,pact:BGR
HUN,1985,pact:BGR
MNG,1985,pact:BGR
POL,1985,pact:BGR
PRK,1985,pact:BGR
ROU,1985,pact:BGR
RUS,1985,pact:BGR
ARG,1985,pact:ARG
ATG,1985,pact:ARG
BHS,1985,pact:ARG
BOL,1985,pact:ARG
BRA,1985,pact:ARG
BRB,1985,pact:ARG
CHL,1985,pact:ARG
COL,1985,pact:ARG
CRI,1985,pact:ARG
DMA,1985,pact:ARG
DOM,1985,pact:ARG
ECU,1985,pact:ARG
GRD,1985,pact:ARG
GTM,1985,pact:ARG
HND,1985,pact:ARG
HTI,1985,pact:ARG
JAM,1985,pact:ARG
KNA,1985,pact:ARG
LCA,1985,pact:ARG
MEX,1985,pact:ARG
NIC,1985,pact:ARG
PAN,1985,pact:ARG
PER,1985,pact:ARG
PRY,1985,pact:ARG
SLV,1985,pact:ARG
SUR,1985,pact:ARG
TTO,1985,pact:ARG
URY,1985,pact:ARG
VCT,1985,pact:ARG
VEN,1985,pact:ARG
ARE,1985,pact:ARE
BHR,1985,pact:ARE
DZA,1985,pact:ARE
EGY,1985,pact:ARE
ETH,1985,pact:ARE
IRQ,1985,pact:ARE
JOR,1985,pact:ARE
KEN,1985,pact:ARE
KWT,1985,pact:ARE
LBN,1985,pact:ARE
LBY,1985,pact:ARE
MAR,1985,pact:ARE
QAT,1985,pact:ARE
SAU,1985,pact:ARE
SDN,1985,pact:ARE
SOM,1985,pact:ARE
SYR,1985,pact:ARE
TUN,1985,pact:ARE
YEM,1985,pact:ARE
YMD,1985,pact:ARE
AUS,1985,pact:AUS
BEL,1985,pact:AUS
CAN,1985,pact:AUS
DNK,1985,pact:AUS
ESP,1985,pact:AUS
FRA,1985,pact:AUS
GAB,1985,pact:AUS
GBR,1985,pact:AUS
GER,1985,pact:AUS
GRC,1985,pact:AUS
ISL,1985,pact:AUS
ITA,1985,pact:AUS
JPN,1985,pact:AUS
KOR,1985,pact:AUS
LUX,1985,pact:AUS
NLD,1985,pact:AUS
NOR,1985,pact:AUS
NZL,1985,pact:AUS
PAK,1985,pact:AUS
PHL,1985,pact:AUS
PRT,1985,pact:AUS
TUR,1985,pact:AUS
USA,1985,pact:AUS
BDI,1985,pact:BDI
COD,1985,pact:BDI
RWA,1985,pact:BDI
BEN,1985,pact:BEN
BFA,1985,pact:BEN
CIV,1985,pact:BEN
CPV,1985,pact:BEN
GHA,1985,pact:BEN
GIN,1985,pact:BEN
GMB,1985,pact:BEN
GNB,1985,pact:BEN
LBR,1985,pact:BEN
MLI,1985,pact:BEN
MRT,1985,pact:BEN
NER,1985,pact:BEN
NGA,1985,pact:BEN
SEN,1985,pact:BEN
