code,year,community
SLE,1985,pact:BEN
TGO,1985,pact:BEN
BGR,1986,pact:BGR
CHN,1986,pact:BGR
CSK,1986,pact:BGR
DDR,1986,pact:BGR
FIN,1986,pact:BGR
HUN,1986,pact:BGR
MNG,1986,pact:BGR
POL,1986,pact:BGR
PRK,1986,pact:BGR
ROU,1986,pact:BGR
RUS,1986,pact:BGR
ARG,1986,pact:ARG
ATG,1986,pact:ARG
BHS,1986,pact:ARG
BOL,1986,pact:ARG
BRA,1986,pact:ARG
BRB,1986,pact:ARG
CHL,1986,pact:ARG
COL,1986,pact:ARG
CRI,1986,pact:ARG
DMA,1986,pact:ARG
DOM,1986,pact:ARG
ECU,1986,pact:ARG
GRD,1986,pact:ARG
GTM,1986,pact:ARG
HND,1986,pact:ARG
HTI,1986,pact:ARG
JAM,1986,pact:ARG
KNA,1986,pact:ARG
LCA,1986,pact:ARG
MEX,1986,pact:ARG
NIC,1986,pact:ARG
PAN,1986,pact:ARG
PER,1986,pact:ARG
PRY,1986,pact:ARG
SLV,1986,pact:ARG
SUR,1986,pact:ARG
TTO,1986,pact:ARG
URY,1986,pact:ARG
VCT,1986,pact:ARG
VEN,1986,pact:ARG
ARE,1986,pact:ARE
BHR,1986,pact:ARE
DZA,1986,pact:ARE
EGY,1986,pact:ARE
ETH,1986,pact:ARE
IRQ,1986,pact:ARE
JOR,1986,pact:ARE
KEN,1986,pact:ARE
KWT,1986,pact:ARE
LBN,1986,pact:ARE
LBY,1986,pact:ARE
MAR,1986,pact:ARE
QAT,1986,pact:ARE
SAU,1986,pact:ARE
SDN,1986,pact:ARE
SOM,1986,pact:ARE
SYR,1986,pact:ARE
TUN,1986,pact:ARE
YEM,1986,pact:ARE
YMD,1986,pact:ARE
AUS,1986,pact:AUS
BEL,1986,pact:AUS
CAN,1986,pact:AUS
DNK,1986,pact:AUS
ESP,1986,pact:AUS
FRA,1986,pact:AUS
GAB,1986,pact:AUS
GBR,1986,pact:AUS
GER,1986,pact:AUS
GRC,1986,pact:AUS
ISL,1986,pact:AUS
ITA,1986,pact:AUS
JPN,1986,pact:AUS
KOR,1986,pact:AUS
LUX,1986,pact:AUS
NLD,1986,pact:AUS
NOR,1986,pact:AUS
NZL,1986,pact:AUS
PAK,1986,pact:AUS
PHL,1986,pact:AUS
PRT,1986,pact:AUS
TUR,1986,pact:AUS
USA,1986,pact:AUS
BDI,1986,pact:BDI
COD,1986,pact:BDI
RWA,1986,pact:BDI
BEN,1986,pact:BEN
BFA,1986,pact:BEN
CIV,1986,pact:BEN
CPV,1986,pact:BEN
GHA,1986,pact:BEN
GIN,1986,pact:BEN
GMB,1986,pact:BEN
GNB,1986,pact:BEN
LBR,1986,pact:BEN
MLI,1986,pact:BEN
MRT,1986,pact:BEN
NER,1986,pact:BEN
NGA,1986,pact:BEN
SEN,1986,pact:BEN
SLE,1986,pact:BEN
TGO,1986,pact:BEN
AUS,1987,pact:AUS
BEL,1987,pact:AUS
CAN,1987,pact:AUS
DNK,1987,pact:AUS
ESP,1987,pact:AUS
FRA,1987,pact:AUS
GAB,1987,pact:AUS
GBR,1987,pact:AUS
GER,1987,pact:AUS
GRC,1987,pact:AUS
ISL,1987,pact:AUS
ITA,1987,pact:AUS
JPN,1987,pact:AUS
KOR,1987,pact:AUS
LUX,1987,pact:AUS
NLD,1987,pact:AUS
NOR,1987,pact:AUS
PAK,1987,pact:AUS
PHL,1987,pact:AUS
PRT,1987,pact:AUS
TUR,1987,pact:AUS
USA,1987,pact:AUS
BGR,1987,pact:BGR
CHN,1987,pact:BGR
CSK,1987,pact:BGR
DDR,1987,pact:BGR
FIN,1987,pact:BGR
HUN,1987,pact:BGR
MNG,1987,pact:BGR
POL,1987,pact:BGR
PRK,1987,pact:BGR
ROU,1987,pact:BGR
RUS,1987,pact:BGR
ARG,1987,pact:ARG
ATG,1987,pact:ARG
BHS,1987,pact:ARG
BOL,1987,pact:ARG
BRA,1987,pact:ARG
BRB,1987,pact:ARG
CHL,1987,pact:ARG
COL,1987,pact:ARG
CRI,1987,pact:ARG
DMA,1987,pact:ARG
DOM,1987,pact:ARG
ECU,1987,pact:ARG
GRD,1987,pact:ARG
GTM,1987,pact:ARG
HND,1987,pact:ARG
HTI,1987,pact:ARG
JAM,1987,pact:ARG
KNA,1987,pact:ARG
LCA,1987,pact:ARG
MEX,1987,pact:ARG
NIC,1987,pact:ARG
PAN,1987,pact:ARG
PER,1987,pact:ARG
PRY,1987,pact:ARG
SLV,1987,pact:ARG
SUR,1987,pact:ARG
TTO,1987,pact:ARG
URY,1987,pact:ARG
VCT,1987,pact:ARG
VEN,1987,pact:ARG
ARE,1987,pact:ARE
BHR,1987,pact:ARE
DZA,1987,pact:ARE
EGY,1987,pact:ARE
IRQ,1987,pact:ARE
JOR,1987,pact:ARE
KWT,1987,pact:ARE
LBN,1987,pact:ARE
LBY,1987,pact:ARE
MAR,1987,pact:ARE
QAT,1987,pact:ARE
SAU,1987,pact:ARE
SDN,1987,pact:ARE
SOM,1987,pact:ARE
SYR,1987,pact:ARE
TUN,1987,pact:ARE
YEM,1987,pact:ARE
YMD,1987,pact:ARE
ETH,1987,pact:ETH
KEN,1987,pact:ETH
BDI,1987,pact:BDI
COD,1987,pact:BDI
RWA,1987,pact:BDI
BEN,1987,pact:BEN
BFA,1987,pact:BEN
CIV,1987,pact:BEN
CPV,1987,pact:BEN
GHA,1987,pact:BEN
GIN,1987,pact:BEN
GMB,1987,pact:BEN
GNB,1987,pact:BEN
LBR,1987,pact:BEN
MLI,1987,pact:BEN
MRT,1987,pact:BEN
NER,1987,pact:BEN
NGA,1987,pact:BEN
SEN,1987,pact:BEN
SLE,1987,pact:BEN
TGO,1987,pact:BEN
AUS,1988,pact:AUS
BEL,1988,pact:AUS
CAN,1988,pact:AUS
DNK,1988,pact:AUS
ESP,1988,pact:AUS
FRA,1988,pact:AUS
GAB,1988,pact:AUS
GBR,1988,pact:AUS
GER,1988,pact:AUS
GRC,1988,pact:AUS
ISL,1988,pact:AUS
ITA,1988,pact:AUS
JPN,1988,pact:AUS
KOR,1988,pact:AUS
LUX,1988,pact:AUS
NLD,1988,pact:AUS
NOR,1988,pact:AUS
PAK,1988,pact:AUS
PHL,1988,pact:AUS
PRT,1988,pact:AUS
TUR,1988,pact:AUS
USA,1988,pact:AUS
BGR,1988,pact:BGR
CHN,1988,pact:BGR
CSK,1988,pact:BGR
DDR,1988,pact:BGR
FIN,1988,pact:BGR
HUN,1988,pact:BGR
MNG,1988,pact:BGR
POL,1988,pact:BGR
PRK,1988,pact:BGR
ROU,1988,pact:BGR
RUS,1988,pact:BGR
ARG,1988,pact:ARG
ATG,1988,pact:ARG
BHS,1988,pact:ARG
BOL,1988,pact:ARG
BRA,1988,pact:ARG
BRB,1988,pact:ARG
CHL,1988,pact:ARG
COL,1988,pact:ARG
CRI,1988,pact:ARG
DMA,1988,pact:ARG
DOM,1988,pact:ARG
ECU,1988,pact:ARG
GRD,1988,pact:ARG
GTM,1988,pact:ARG
HND,1988,pact:ARG
HTI,1988,pact:ARG
JAM,1988,pact:ARG
KNA,1988,pact:ARG
LCA,1988,pact:ARG
MEX,1988,pact:ARG
NIC,1988,pact:ARG
PAN,1988,pact:ARG
PER,1988,pact:ARG
PRY,1988,pact:ARG
SLV,1988,pact:ARG
SUR,1988,pact:ARG
TTO,1988,pact:ARG
URY,1988,pact:ARG
VCT,1988,pact:ARG
VEN,1988,pact:ARG
ARE,1988,pact:ARE
BHR,1988,pact:ARE
DZA,1988,pact:ARE
EGY,1988,pact:ARE
IRQ,1988,pact:ARE
JOR,1988,pact:ARE
KWT,1988,pact:ARE
LBN,1988,pact:ARE
LBY,1988,pact:ARE
MAR,1988,pact:ARE
QAT,1988,pact:ARE
SAU,1988,pact:ARE
SDN,1988,pact:ARE
SOM,1988,pact:ARE
SYR,1988,pact:ARE
TUN,1988,pact:ARE
YEM,1988,pact:ARE
YMD,1988,pact:ARE
ETH,1988,pact:ETH
KEN,1988,pact:ETH
BDI,1988,pact:BDI
COD,1988,pact:BDI
RWA,1988,pact:BDI
BEN,1988,pact:BEN
BFA,1988,pact:BEN
CIV,1988,pact:BEN
CPV,1988,pact:BEN
GHA,1988,pact:BEN
GIN,1988,pact:BEN
GMB,1988,pact:BEN
GNB,1988,pact:BEN
LBR,1988,pact:BEN
MLI,1988,pact:BEN
MRT,1988,pact:BEN
NER,1988,pact:BEN
NGA,1988,pact:BEN
SEN,1988,pact:BEN
SLE,1988,pact:BEN
TGO,1988,pact:BEN
AUS,1989,pact:AUS
BEL,1989,pact:AUS
CAN,1989,pact:AUS
DNK,1989,pact:AUS
ESP,1989,pact:AUS
FRA,1989,pact:AUS
GAB,1989,pact:AUS
GBR,1989,pact:AUS
GER,1989,pact:AUS
GRC,1989,pact:AUS
ISL,1989,pact:AUS
ITA,1989,pact:AUS
JPN,1989,pact:AUS
KOR,1989,pact:AUS
LUX,1989,pact:AUS
NLD,1989,pact:AUS
NOR,1989,pact:AUS
PAK,1989,pact:AUS
PHL,1989,pact:AUS
PRT,1989,pact:AUS
TUR,1989,pact:AUS
USA,1989,pact:AUS
BGR,1989,pact:BGR
CHN,1989,pact:BGR
CSK,1989,pact:BGR
DDR,1989,pact:BGR
FIN,1989,pact:BGR
HUN,1989,pact:BGR
MNG,1989,pact:BGR
POL,1989,pact:BGR
PRK,1989,pact:BGR
ROU,1989,pact:BGR
RUS,1989,pact:BGR
ARG,1989,pact:ARG
ATG,1989,pact:ARG
BHS,1989,pact:ARG
BOL,1989,pact:ARG
BRA,1989,pact:ARG
BRB,1989,pact:ARG
CHL,1989,pact:ARG
COL,1989,pact:ARG
CRI,1989,pact:ARG
DMA,1989,pact:ARG
DOM,1989,pact:ARG
ECU,1989,pact:ARG
GRD,1989,pact:ARG
GTM,1989,pact:ARG
HND,1989,pact:ARG
HTI,1989,pact:ARG
JAM,1989,pact:ARG
KNA,1989,pact:ARG
LCA,1989,pact:ARG
MEX,1989,pact:ARG
NIC,1989,pact:ARG
PAN,1989,pact:ARG
PER,1989,pact:ARG
PRY,1989,pact:ARG
SLV,1989,pact:ARG
SUR,1989,pact:ARG
TTO,1989,pact:ARG
URY,1989,pact:ARG
VCT,1989,pact:ARG
VEN,1989,pact:ARG
ARE,1989,pact:ARE
BHR,1989,pact:ARE
DZA,1989,pact:ARE
EGY,1989,pact:ARE
IRQ,1989,pact:ARE
JOR,1989,pact:ARE
KWT,1989,pact:ARE
LBN,1989,pact:ARE
LBY,1989,pact:ARE
MAR,1989,pact:ARE
QAT,1989,pact:ARE
SAU,1989,pact:ARE
SDN,1989,pact:ARE
SOM,1989,pact:ARE
SYR,1989,pact:ARE
TUN,1989,pact:ARE
YEM,1989,pact:ARE
YMD,1989,pact:ARE
ETH,1989,pact:ETH
KEN,1989,pact:ETH
BDI,1989,pact:BDI
COD,1989,pact:BDI
RWA,1989,pact:BDI
BEN,1989,pact:BEN
BFA,1989,pact:BEN
CIV,1989,pact:BEN
CPV,1989,pact:BEN
GHA,1989,pact:BEN
GIN,1989,pact:BEN
GMB,1989,pact:BEN
GNB,1989,pact:BEN
LBR,1989,pact:BEN
MLI,1989,pact:BEN
MRT,1989,pact:BEN
NER,1989,pact:BEN
NGA,1989,pact:BEN
SEN,1989,pact:BEN
SLE,1989,pact:BEN
TGO,1989,pact:BEN
AUS,1990,pact:AUS
BEL,1990,pact:AUS
CAN,1990,pact:AUS
DEU,1990,pact:AUS
DNK,1990,pact:AUS
ESP,1990,pact:AUS
FRA,1990,pact:AUS
GAB,1990,pact:AUS
GBR,1990,pact:AUS
GER,1990,pact:AUS
GRC,1990,pact:AUS
ISL,1990,pact:AUS
ITA,1990,pact:AUS
JPN,1990,pact:AUS
KOR,1990,pact:AUS
LUX,1990,pact:AUS
NLD,1990,pact:AUS
NOR,1990,pact:AUS
PAK,1990,pact:AUS
PHL,1990,pact:AUS
PRT,1990,pact:AUS
TUR,1990,pact:AUS
USA,1990,pact:AUS
CHN,1990,pact:CHN
FIN,1990,pact:CHN
MNG,1990,pact:CHN
PRK,1990,pact:CHN
RUS,1990,pact:CHN
ARG,1990,pact:ARG
ATG,1990,pact:ARG
BHS,1990,pact:ARG
BOL,1990,pact:ARG
BRA,1990,pact:ARG
BRB,1990,pact:ARG
CHL,1990,pact:ARG
COL,1990,pact:ARG
CRI,1990,pact:ARG
DMA,1990,pact:ARG
DOM,1990,pact:ARG
ECU,1990,pact:ARG
GRD,1990,pact:ARG
GTM,1990,pact:ARG
HND,1990,pact:ARG
HTI,1990,pact:ARG
JAM,1990,pact:ARG
KNA,1990,pact:ARG
LCA,1990,pact:ARG
MEX,1990,pact:ARG
NIC,1990,pact:ARG
PAN,1990,pact:ARG
PER,1990,pact:ARG
PRY,1990,pact:ARG
SLV,1990,pact:ARG
SUR,1990,pact:ARG
TTO,1990,pact:ARG
URY,1990,pact:ARG
VCT,1990,pact:ARG
VEN,1990,pact:ARG
ARE,1990,pact:ARE
BHR,1990,pact:ARE
DZA,1990,pact:ARE
EGY,1990,pact:ARE
IRQ,1990,pact:ARE
JOR,1990,pact:ARE
KWT,1990,pact:ARE
LBN,1990,pact:ARE
LBY,1990,pact:ARE
MAR,1990,pact:ARE
QAT,1990,pact:ARE
SAU,1990,pact:ARE
SDN,1990,pact:ARE
SOM,1990,pact:ARE
SYR,1990,pact:ARE
TUN,1990,pact:ARE
YEM,1990,pact:ARE
YMD,1990,pact:ARE
ETH,1990,pact:ETH
KEN,1990,pact:ETH
BDI,1990,pact:BDI
COD,1990,pact:BDI
RWA,1990,pact:BDI
BEN,1990,pact:BEN
BFA,1990,pact:BEN
CIV,1990,pact:BEN
CPV,1990,pact:BEN
GHA,1990,pact:BEN
GIN,1990,pact:BEN
GMB,1990,pact:BEN
GNB,1990,pact:BEN
LBR,1990,pact:BEN
MLI,1990,pact:BEN
MRT,1990,pact:BEN
NER,1990,pact:BEN
NGA,1990,pact:BEN
SEN,1990,pact:BEN
SLE,1990,pact:BEN
TGO,1990,pact:BEN
CHN,1991,pact:CHN
FIN,1991,pact:CHN
MNG,1991,pact:CHN
PRK,1991,pact:CHN
RUS,1991,pact:CHN
ARG,1991,pact:ARG
ATG,1991,pact:ARG
BHS,1991,pact:ARG
BLZ,1991,pact:ARG
BOL,1991,pact:ARG
BRA,1991,pact:ARG
BRB,1991,pact:ARG
CHL,1991,pact:ARG
COL,1991,pact:ARG
CRI,1991,pact:ARG
DMA,1991,pact:ARG
DOM,1991,pact:ARG
ECU,1991,pact:ARG
GRD,1991,pact:ARG
GTM,1991,pact:ARG
GUY,1991,pact:ARG
HND,1991,pact:ARG
HTI,1991,pact:ARG
JAM,1991,pact:ARG
KNA,1991,pact:ARG
LCA,1991,pact:ARG
MEX,1991,pact:ARG
NIC,1991,pact:ARG
PAN,1991,pact:ARG
PER,1991,pact:ARG
PRY,1991,pact:ARG
SLV,1991,pact:ARG
SUR,1991,pact:ARG
TTO,1991,pact:ARG
URY,1991,pact:ARG
VCT,1991,pact:ARG
VEN,1991,pact:ARG
AUS,1991,pact:AUS
BEL,1991,pact:AUS
CAN,1991,pact:AUS
DEU,1991,pact:AUS
DNK,1991,pact:AUS
ESP,1991,pact:AUS
FRA,1991,pact:AUS
GAB,1991,pact:AUS
GBR,1991,pact:AUS
GER,1991,pact:AUS
GRC,1991,pact:AUS
ISL,1991,pact:AUS
ITA,1991,pact:AUS
JPN,1991,pact:AUS
KOR,1991,pact:AUS
LUX,1991,pact:AUS
NLD,1991,pact:AUS
NOR,1991,pact:AUS
PAK,1991,pact:AUS
PHL,1991,pact:AUS
PRT,1991,pact:AUS
TUR,1991,pact:AUS
USA,1991,pact:AUS
ARE,1991,pact:ARE
BHR,1991,pact:ARE
DZA,1991,pact:ARE
EGY,1991,pact:ARE
IRQ,1991,pact:ARE
JOR,1991,pact:ARE
KWT,1991,pact:ARE
LBN,1991,pact:ARE
LBY,1991,pact:ARE
MAR,1991,pact:ARE
QAT,1991,pact:ARE
SAU,1991,pact:ARE
SDN,1991,pact:ARE
SOM,1991,pact:ARE
SYR,1991,pact:ARE
TUN,1991,pact:ARE
YEM,1991,pact:ARE
ETH,1991,pact:ETH
KEN,1991,pact:ETH
BDI,1991,pact:BDI
COD,1991,pact:BDI
RWA,1991,pact:BDI
BEN,1991,pact:BEN
BFA,1991,pact:BEN
CIV,1991,pact:BEN
CPV,1991,pact:BEN
GHA,1991,pact:BEN
GIN,1991,pact:BEN
GMB,1991,pact:BEN
GNB,1991,pact:BEN
LBR,1991,pact:BEN
MLI,1991,pact:BEN
MRT,1991,pact:BEN
NER,1991,pact:BEN
NGA,1991,pact:BEN
SEN,1991,pact:BEN
SLE,1991,pact:BEN
TGO,1991,pact:BEN
AUS,1992,pact:AUS
BEL,1992,pact:AUS
CAN,1992,pact:AUS
DEU,1992,pact:AUS
DNK,1992,pact:AUS
ESP,1992,pact:AUS
FRA,1992,pact:AUS
GAB,1992,pact:AUS
GBR,1992,pact:AUS
GER,1992,pact:AUS
GRC,1992,pact:AUS
ISL,1992,pact:AUS
ITA,1992,pact:AUS
JPN,1992,pact:AUS
KOR,1992,pact:AUS
LUX,1992,pact:AUS
NLD,1992,pact:AUS
NOR,1992,pact:AUS
PAK,1992,pact:AUS
PHL,1992,pact:AUS
PRT,1992,pact:AUS
TUR,1992,pact:AUS
USA,1992,pact:AUS
ARG,1992,pact:ARG
ATG,1992,pact:ARG
BHS,1992,pact:ARG
BLZ,1992,pact:ARG
BOL,1992,pact:ARG
BRA,1992,pact:ARG
BRB,1992,pact:ARG
CHL,1992,pact:ARG
COL,1992,pact:ARG
CRI,1992,pact:ARG
DMA,1992,pact:ARG
DOM,1992,pact:ARG
ECU,1992,pact:ARG
GRD,1992,pact:ARG
GTM,1992,pact:ARG
GUY,1992,pact:ARG
HND,1992,pact:ARG
HTI,1992,pact:ARG
JAM,1992,pact:ARG
KNA,1992,pact:ARG
LCA,1992,pact:ARG
MEX,1992,pact:ARG
NIC,1992,pact:ARG
PAN,1992,pact:ARG
PER,1992,pact:ARG
PRY,1992,pact:ARG
SLV,1992,pact:ARG
SUR,1992,pact:ARG
TTO,1992,pact:ARG
URY,1992,pact:ARG
VCT,1992,pact:ARG
VEN,1992,pact:ARG
ARE,1992,pact:ARE
BHR,1992,pact:ARE
DZA,1992,pact:ARE
EGY,1992,pact:ARE
IRQ,1992,pact:ARE
JOR,1992,pact:ARE
KWT,1992,pact:ARE
LBN,1992,pact:ARE
LBY,1992,pact:ARE
MAR,1992,pact:ARE
QAT,1992,pact:ARE
SAU,1992,pact:ARE
SDN,1992,pact:ARE
SOM,1992,pact:ARE
SYR,1992,pact:ARE
TUN,1992,pact:ARE
YEM,1992,pact:ARE
ARM,1992,pact:ARM
AZE,1992,pact:ARM
BLR,1992,pact:ARM
CHN,1992,pact:ARM
GEO,1992,pact:ARM
KAZ,1992,pact:ARM
KGZ,1992,pact:ARM
PRK,1992,pact:ARM
RUS,1992,pact:ARM
TJK,1992,pact:ARM
TKM,1992,pact:ARM
UZB,1992,pact:ARM
ETH,1992,pact:ETH
KEN,1992,pact:ETH
BDI,1992,pact:BDI
COD,1992,pact:BDI
RWA,1992,pact:BDI
BEN,1992,pact:BEN
BFA,1992,pact:BEN
CIV,1992,pact:BEN
CPV,1992,pact:BEN
GHA,1992,pact:BEN
GIN,1992,pact:BEN
GMB,1992,pact:BEN
GNB,1992,pact:BEN
LBR,1992,pact:BEN
MLI,1992,pact:BEN
MRT,1992,pact:BEN
NER,1992,pact:BEN
NGA,1992,pact:BEN
SEN,1992,pact:BEN
SLE,1992,pact:BEN
TGO,1992,pact:BEN
BIH,1992,pact:BIH
HRV,1992,pact:BIH
CZE,1992,pact:CZE
SVK,1992,pact:CZE
AUS,1993,pact:AUS
BEL,1993,pact:AUS
CAN,1993,pact:AUS
DEU,1993,pact:AUS
DNK,1993,pact:AUS
ESP,1993,pact:AUS
FRA,1993,pact:AUS
GAB,1993,pact:AUS
GBR,1993,pact:AUS
GER,1993,pact:AUS
GRC,1993,pact:AUS
ISL,1993,pact:AUS
ITA,1993,pact:AUS
JPN,1993,pact:AUS
KOR,1993,pact:AUS
LUX,1993,pact:AUS
NLD,1993,pact:AUS
NOR,1993,pact:AUS
PAK,1993,pact:AUS
PHL,1993,pact:AUS
PRT,1993,pact:AUS
TUR,1993,pact:AUS
USA,1993,pact:AUS
ARG,1993,pact:ARG
ATG,1993,pact:ARG
BHS,1993,pact:ARG
BLZ,1993,pact:ARG
BOL,1993,pact:ARG
BRA,1993,pact:ARG
BRB,1993,pact:ARG
CHL,1993,pact:ARG
COL,1993,pact:ARG
CRI,1993,pact:ARG
DMA,1993,pact:ARG
DOM,1993,pact:ARG
ECU,1993,pact:ARG
GRD,1993,pact:ARG
GTM,1993,pact:ARG
GUY,1993,pact:ARG
HND,1993,pact:ARG
HTI,1993,pact:ARG
JAM,1993,pact:ARG
KNA,1993,pact:ARG
LCA,1993,pact:ARG
MEX,1993,pact:ARG
NIC,1993,pact:ARG
PAN,1993,pact:ARG
PER,1993,pact:ARG
PRY,1993,pact:ARG
SLV,1993,pact:ARG
SUR,1993,pact:ARG
TTO,1993,pact:ARG
URY,1993,pact:ARG
VCT,1993,pact:ARG
VEN,1993,pact:ARG
ARE,1993,pact:ARE
BHR,1993,pact:ARE
DZA,1993,pact:ARE
EGY,1993,pact:ARE
IRQ,1993,pact:ARE
JOR,1993,pact:ARE
KWT,1993,pact:ARE
LBN,1993,pact:ARE
LBY,1993,pact:ARE
MAR,1993,pact:ARE
QAT,1993,pact:ARE
SAU,1993,pact:ARE
SDN,1993,pact:ARE
SOM,1993,pact:ARE
SYR,1993,pact:ARE
TUN,1993,pact:ARE
YEM,1993,pact:ARE
ARM,1993,pact:ARM
AZE,1993,pact:ARM
BLR,1993,pact:ARM
CHN,1993,pact:ARM
GEO,1993,pact:ARM
KAZ,1993,pact:ARM
KGZ,1993,pact:ARM
PRK,1993,pact:ARM
RUS,1993,pact:ARM
TJK,1993,pact:ARM
TKM,1993,pact:ARM
UZB,1993,pact:ARM
ETH,1993,pact:ETH
KEN,1993,pact:ETH
BDI,1993,pact:BDI
COD,1993,pact:BDI
RWA,1993,pact:BDI
BEN,1993,pact:BEN
BFA,1993,pact:BEN
CIV,1993,pact:BEN
CPV,1993,pact:BEN
GHA,1993,pact:BEN
GIN,1993,pact:BEN
GMB,1993,pact:BEN
GNB,1993,pact:BEN
LBR,1993,pact:BEN
MLI,1993,pact:BEN
MRT,1993,pact:BEN
NER,1993,pact:BEN
NGA,1993,pact:BEN
SEN,1993,pact:BEN
SLE,1993,pact:BEN
TGO,1993,pact:BEN
BIH,1993,pact:BIH
HRV,1993,pact:BIH
CZE,1993,pact:CZE
SVK,1993,pact:CZE
AUS,1994,pact:AUS
BEL,1994,pact:AUS
CAN,1994,pact:AUS
DEU,1994,pact:AUS
DNK,1994,pact:AUS
ESP,1994,pact:AUS
FRA,1994,pact:AUS
GAB,1994,pact:AUS
GBR,1994,pact:AUS
GER,1994,pact:AUS
GRC,1994,pact:AUS
ISL,1994,pact:AUS
ITA,1994,pact:AUS
JPN,1994,pact:AUS
KOR,1994,pact:AUS
LUX,1994,pact:AUS
NLD,1994,pact:AUS
NOR,1994,pact:AUS
PAK,1994,pact:AUS
PHL,1994,pact:AUS
PRT,1994,pact:AUS
TUR,1994,pact:AUS
USA,1994,pact:AUS
ARG,1994,pact:ARG
ATG,1994,pact:ARG
BHS,1994,pact:ARG
BLZ,1994,pact:ARG
BOL,1994,pact:ARG
BRA,1994,pact:ARG
BRB,1994,pact:ARG
CHL,1994,pact:ARG
COL,1994,pact:ARG
CRI,1994,pact:ARG
DMA,1994,pact:ARG
DOM,1994,pact:ARG
ECU,1994,pact:ARG
GRD,1994,pact:ARG
GTM,1994,pact:ARG
GUY,1994,pact:ARG
HND,1994,pact:ARG
HTI,1994,pact:ARG
JAM,1994,pact:ARG
KNA,1994,pact:ARG
LCA,1994,pact:ARG
MEX,1994,pact:ARG
NIC,1994,pact:ARG
PAN,1994,pact:ARG
PER,1994,pact:ARG
PRY,1994,pact:ARG
SLV,1994,pact:ARG
SUR,1994,pact:ARG
TTO,1994,pact:ARG
URY,1994,pact:ARG
VCT,1994,pact:ARG
VEN,1994,pact:ARG
ARE,1994,pact:ARE
BHR,1994,pact:ARE
DZA,1994,pact:ARE
EGY,1994,pact:ARE
IRQ,1994,pact:ARE
JOR,1994,pact:ARE
KWT,1994,pact:ARE
LBN,1994,pact:ARE
LBY,1994,pact:ARE
MAR,1994,pact:ARE
QAT,1994,pact:ARE
SAU,1994,pact:ARE
SDN,1994,pact:ARE
SOM,1994,pact:ARE
SYR,1994,pact:ARE
TUN,1994,pact:ARE
YEM,1994,pact:ARE
ARM,1994,pact:ARM
AZE,1994,pact:ARM
BLR,1994,pact:ARM
CHN,1994,pact:ARM
GEO,1994,pact:ARM
KAZ,1994,pact:ARM
KGZ,1994,pact:ARM
PRK,1994,pact:ARM
RUS,1994,pact:ARM
TJK,1994,pact:ARM
TKM,1994,pact:ARM
UZB,1994,pact:ARM
ETH,1994,pact:ETH
KEN,1994,pact:ETH
BDI,1994,pact:BDI
COD,1994,pact:BDI
RWA,1994,pact:BDI
BEN,1994,pact:BEN
BFA,1994,pact:BEN
CIV,1994,pact:BEN
CPV,1994,pact:BEN
GHA,1994,pact:BEN
GIN,1994,pact:BEN
GMB,1994,pact:BEN
GNB,1994,pact:BEN
LBR,1994,pact:BEN
MLI,1994,pact:BEN
MRT,1994,pact:BEN
NER,1994,pact:BEN
NGA,1994,pact:BEN
SEN,1994,pact:BEN
SLE,1994,pact:BEN
TGO,1994,pact:BEN
BIH,1994,pact:BIH
HRV,1994,pact:BIH
CZE,1994,pact:CZE
SVK,1994,pact:CZE
AUS,1995,pact:AUS
BEL,1995,pact:AUS
CAN,1995,pact:AUS
DEU,1995,pact:AUS
DNK,1995,pact:AUS
ESP,1995,pact:AUS
FRA,1995,pact:AUS
GAB,1995,pact:AUS
GBR,1995,pact:AUS
GER,1995,pact:AUS
GRC,1995,pact:AUS
ISL,1995,pact:AUS
ITA,1995,pact:AUS
JPN,1995,pact:AUS
KOR,1995,pact:AUS
LUX,1995,pact:AUS
NLD,1995,pact:AUS
NOR,1995,pact:AUS
PAK,1995,pact:AUS
PHL,1995,pact:AUS
PRT,1995,pact:AUS
TUR,1995,pact:AUS
USA,1995,pact:AUS
ARG,1995,pact:ARG
ATG,1995,pact:ARG
BHS,1995,pact:ARG
BLZ,1995,pact:ARG
BOL,1995,pact:ARG
BRA,1995,pact:ARG
BRB,1995,pact:ARG
CHL,1995,pact:ARG
COL,1995,pact:ARG
CRI,1995,pact:ARG
DMA,1995,pact:ARG
DOM,1995,pact:ARG
ECU,1995,pact:ARG
GRD,1995,pact:ARG
GTM,1995,pact:ARG
GUY,1995,pact:ARG
HND,1995,pact:ARG
HTI,1995,pact:ARG
JAM,1995,pact:ARG
KNA,1995,pact:ARG
LCA,1995,pact:ARG
MEX,1995,pact:ARG
NIC,1995,pact:ARG
PAN,1995,pact:ARG
PER,1995,pact:ARG
PRY,1995,pact:ARG
SLV,1995,pact:ARG
SUR,1995,pact:ARG
TTO,1995,pact:ARG
URY,1995,pact:ARG
VCT,1995,pact:ARG
VEN,1995,pact:ARG
ARE,1995,pact:ARE
BHR,1995,pact:ARE
DZA,1995,pact:ARE
EGY,1995,pact:ARE
IRQ,1995,pact:ARE
JOR,1995,pact:ARE
KWT,1995,pact:ARE
LBN,1995,pact:ARE
LBY,1995,pact:ARE
MAR,1995,pact:ARE
QAT,1995,pact:ARE
SAU,1995,pact:ARE
SDN,1995,pact:ARE
SOM,1995,pact:ARE
SYR,1995,pact:ARE
